Name,Organization,Status,Year Elected
Timothy L. Jennison,Massachusetts Medical Society,Member,
David Jones,Massachusetts Medical Society,Member,
Horatio Jones,Massachusetts Medical Society,Member,
Benjamin James,Massachusetts Medical Society,Member,
John James,Massachusetts Medical Society,Member,
Daniel James,Massachusetts Medical Society,Member,
Jonathan G. Johnson,Massachusetts Medical Society,Member,
Samuel Johnson,Massachusetts Medical Society,Member,
Asa Jones,Massachusetts Medical Society,Member,
Elisha James Jr,Massachusetts Medical Society,Member,
Bela B. Jones,Massachusetts Medical Society,Member,
John Jeffries,Massachusetts Medical Society,Member,
William Kneeland,Massachusetts Medical Society,Member,
Joseph Kittredge,Massachusetts Medical Society,Member,
Thomas Kittredge,Massachusetts Medical Society,Member,
Giles C. Kellogg,Massachusetts Medical Society,Member,
Thomas Kast,Massachusetts Medical Society,Member,
Aaron Kinsman,Massachusetts Medical Society,Member,
Charles Kittredge,Massachusetts Medical Society,Member,
John B. Kittredge,Massachusetts Medical Society,Member,
Jacob Kittredge,Massachusetts Medical Society,Member,
Peirson Kendall,Massachusetts Medical Society,Member,
William Holland,Massachusetts Medical Society,Member,
John C. Howard,Massachusetts Medical Society,Member,
Gad Hitchcock,Massachusetts Medical Society,Member,
"Gad Hitchcock, Jr.",Massachusetts Medical Society,Member,
"Joseph Hunt,",Massachusetts Medical Society,Member,
"John Hay,",Massachusetts Medical Society,Member,
Abner Hearsy,Massachusetts Medical Society,Member,
John Homans,Massachusetts Medical Society,Member,
Estes Howe,Massachusetts Medical Society,Member,
Samuel Holten,Massachusetts Medical Society,Member,
Marius Howe,Massachusetts Medical Society,Member,
Ebenezer Hunt,Massachusetts Medical Society,Member,
John Hubbard,Massachusetts Medical Society,Member,
Samuel Hemenway,Massachusetts Medical Society,Member,
John A. Hyde,Massachusetts Medical Society,Member,
Walter Hunnewell,Massachusetts Medical Society,Member,
Abraham Haskell Jr.,Massachusetts Medical Society,Member,
Abiel Hall,Massachusetts Medical Society,Member,
Joseph Huse,Massachusetts Medical Society,Member,
Abner Howe,Massachusetts Medical Society,Member,
Zadock Howe,Massachusetts Medical Society,Member,
Oliver Hubbard,Massachusetts Medical Society,Member,
"Abiel Hall, Jr.",Massachusetts Medical Society,Member,
Uriah Hagar,Massachusetts Medical Society,Member,
John Hastings,Massachusetts Medical Society,Member,
Cornelius Holland,Massachusetts Medical Society,Member,
Eli Hall,Massachusetts Medical Society,Member,
"James Hewins,",Massachusetts Medical Society,Member,
Israel Hildreth Jr.,Massachusetts Medical Society,Member,
Amory Hunting,Massachusetts Medical Society,Member,
Loammi Harrington,Massachusetts Medical Society,Member,
George Hooker,Massachusetts Medical Society,Member,
Rufus Hathaway,Massachusetts Medical Society,Member,
Vincent Holcomb,Massachusetts Medical Society,Member,
Levi W. Humphries,Massachusetts Medical Society,Member,
James Holland,Massachusetts Medical Society,Member,
Benjamin W. Hildreth,Massachusetts Medical Society,Member,
Charles T. Hildreth,Massachusetts Medical Society,Member,
Joseph Gilman,Massachusetts Medical Society,Member,
Jacob Gates,Massachusetts Medical Society,Member,
Henry Gardner,Massachusetts Medical Society,Member,
Roland Gelston,Massachusetts Medical Society,Member,
Joseph Gardner,Massachusetts Medical Society,Member,
WilIiam Gamage Jr.,Massachusetts Medical Society,Member,
"John Green,",Massachusetts Medical Society,Member,
Jones Godfrey,Massachusetts Medical Society,Member,
OIiver Griswold,Massachusetts Medical Society,Member,
David A. Grosvenor,Massachusetts Medical Society,Member,
Daniel Green,Massachusetts Medical Society,Member,
Moses Gage,Massachusetts Medical Society,Member,
Otis Goodman,Massachusetts Medical Society,Member,
Jacob Goodwin,Massachusetts Medical Society,Member,
Josiah Goodhue,Massachusetts Medical Society,Member,
Peter Goodnow,Massachusetts Medical Society,Member,
Daniel Gould,Massachusetts Medical Society,Member,
William Gordon,Massachusetts Medical Society,Member,
John F. Gardner,Massachusetts Medical Society,Member,
Joshua Green,Massachusetts Medical Society,Member,
Edward A. Holyoke,Massachusetts Medical Society,Member,
"Abiel Heywood,",Massachusetts Medical Society,Member,
Richard Hazeltine,Massachusetts Medical Society,Member,
Amos Holbrook,Massachusetts Medical Society,Member,
Abraham Haskell,Massachusetts Medical Society,Member,
William Hooker,Massachusetts Medical Society,Member,
Josiah Howe,Massachusetts Medical Society,Member,
John Hart,Massachusetts Medical Society,Member,
David Hunt,Massachusetts Medical Society,Member,
George Hayward,Massachusetts Medical Society,Member,
Enoch Hale,Massachusetts Medical Society,Member,
John Homans,Massachusetts Medical Society,Member,
Benjamin F. Heywood,Massachusetts Medical Society,Member,
Jacob Holmes,Massachusetts Medical Society,Member,
Nathan Hayward,Massachusetts Medical Society,Member,
Isaac Hurd,Massachusetts Medical Society,Member,
Lemuel Hayward,Massachusetts Medical Society,Member,
Joshua Fisher,Massachusetts Medical Society,Member,
Joshua Frost,Massachusetts Medical Society,Member,
Royal Fowler,Massachusetts Medical Society,Member,
Oliver Fiske,Massachusetts Medical Society,Member,
Joseph Fiske,Massachusetts Medical Society,Member,
Austin Flint,Massachusetts Medical Society,Member,
Joseph H. Flint,Massachusetts Medical Society,Member,
Dudley Fulsome,Massachusetts Medical Society,Member,
Enoch Faulkner,Massachusetts Medical Society,Member,
Samuel Farnsworth,Massachusetts Medical Society,Member,
Noah Fearing,Massachusetts Medical Society,Member,
John Field,Massachusetts Medical Society,Member,
John Fleet,Massachusetts Medical Society,Member,
Daniel Fogg,Massachusetts Medical Society,Member,
Francis Foxcraft,Massachusetts Medical Society,Member,
Nathaniel Freeman,Massachusetts Medical Society,Member,
John Frink,Massachusetts Medical Society,Member,
John Frink,Massachusetts Medical Society,Member,
John Flagg,Massachusetts Medical Society,Member,
Noah Fyefield,Massachusetts Medical Society,Member,
James Foster,Massachusetts Medical Society,Member,
Abel Fox,Massachusetts Medical Society,Member,
Josiah D. Foster,Massachusetts Medical Society,Member,
Chandler Flagg,Massachusetts Medical Society,Member,
Thomas Foster,Massachusetts Medical Society,Member,
Andrew Foster,Massachusetts Medical Society,Member,
"Seth Fobes,",Massachusetts Medical Society,Member,
Amos Farnsworth,Massachusetts Medical Society,Member,
Elijah J. Ford,Massachusetts Medical Society,Member,
Edward Flint,Massachusetts Medical Society,Member,
Timothy Fisher,Massachusetts Medical Society,Member,
Josiah F. Flagg,Massachusetts Medical Society,Member,
James Gardner,Massachusetts Medical Society,Member,
John Gorham,Massachusetts Medical Society,Member,
John Green,Massachusetts Medical Society,Member,
William Gamage,Massachusetts Medical Society,Member,
Joseph Gardner,Massachusetts Medical Society,Member,
George Baker,Massachusetts Medical Society,Member,
John M. Brewster,Massachusetts Medical Society,Member,
Nehemiah Cleaveland,Massachusetts Medical Society,Member,
John G. Coffin,Massachusetts Medical Society,Member,
Henry H. Childs,Massachusetts Medical Society,Member,
James P. Chaplin,Massachusetts Medical Society,Member,
Walter Channing,Massachusetts Medical Society,Member,
Daniel Collins,Massachusetts Medical Society,Member,
Benjamin Curtis,Massachusetts Medical Society,Member,
Timothy Childs,Massachusetts Medical Society,Member,
John Cummings,Massachusetts Medical Society,Member,
Daniel Coney,Massachusetts Medical Society,Member,
David Cobb,Massachusetts Medical Society,Member,
Abijah Cheever,Massachusetts Medical Society,Member,
Hezekiah Clark,Massachusetts Medical Society,Member,
Parker Cleaveland,Massachusetts Medical Society,Member,
"Nathaniel Coffin,",Massachusetts Medical Society,Member,
William Coffin,Massachusetts Medical Society,Member,
Charles Coffin,Massachusetts Medical Society,Member,
Robert Cutler,Massachusetts Medical Society,Member,
"William Cutler,",Massachusetts Medical Society,Member,
Daniel Clark,Massachusetts Medical Society,Member,
Jonathan Crane,Massachusetts Medical Society,Member,
Daniel Collins,Massachusetts Medical Society,Member,
Reuben Champion,Massachusetts Medical Society,Member,
Samuel Clark,Massachusetts Medical Society,Member,
Eleazar Clap,Massachusetts Medical Society,Member,
Chester Cowles,Massachusetts Medical Society,Member,
Rufus Cowles,Massachusetts Medical Society,Member,
Isaac G. Cutler,Massachusetts Medical Society,Member,
"Samuel Church,",Massachusetts Medical Society,Member,
Samuel Clesson,Massachusetts Medical Society,Member,
Caleb Chapin,Massachusetts Medical Society,Member,
Atherton Clark,Massachusetts Medical Society,Member,
Benjamin Chandler,Massachusetts Medical Society,Member,
Robert Carr,Massachusetts Medical Society,Member,
Seth Chandler,Massachusetts Medical Society,Member,
Philip Bryant,Massachusetts Medical Society,Member,
Moses Baker,Massachusetts Medical Society,Member,
Elliot Beckwith,Massachusetts Medical Society,Member,
Anson Bates,Massachusetts Medical Society,Member,
Nathaniel Bemis,Massachusetts Medical Society,Member,
Henry Bagg,Massachusetts Medical Society,Member,
Stephen Ball,Massachusetts Medical Society,Member,
Samuel Barstow,Massachusetts Medical Society,Member,
Parley Barton,Massachusetts Medical Society,Member,
Erastus Beach,Massachusetts Medical Society,Member,
Royal Brewster,Massachusetts Medical Society,Member,
Asa Bucknam,Massachusetts Medical Society,Member,
Artemas Bullard,Massachusetts Medical Society,Member,
Ephraim Buck,Massachusetts Medical Society,Member,
Stephen Bates,Massachusetts Medical Society,Member,
David Bacon,Massachusetts Medical Society,Member,
Joseph Bossuet,Massachusetts Medical Society,Member,
Benjamin D. Bartlett,Massachusetts Medical Society,Member,
Benjamin Bradford,Massachusetts Medical Society,Member,
Caleb Boutelle,Massachusetts Medical Society,Member,
Ira Bryant,Massachusetts Medical Society,Member,
Williams Bradford,Massachusetts Medical Society,Member,
Silas Blake,Massachusetts Medical Society,Member,
James Bowen,Massachusetts Medical Society,Member,
Daniel Brigham,Massachusetts Medical Society,Member,
Reuben Bell,Massachusetts Medical Society,Member,
Artemas Brown,Massachusetts Medical Society,Member,
Joseph Bullard,Massachusetts Medical Society,Member,
John S. Bartlett,Massachusetts Medical Society,Member,
Silas Brown,Massachusetts Medical Society,Member,
Asaph Byam,Massachusetts Medical Society,Member,
William Bridgman,Massachusetts Medical Society,Member,
Oliver Bliss,Massachusetts Medical Society,Member,
Leavit Bates,Massachusetts Medical Society,Member,
Gamaliel Bradford,Massachusetts Medical Society,Member,
William Ballard,Massachusetts Medical Society,Member,
Josiah Bartlett,Massachusetts Medical Society,Member,
Thomas Boulton,Massachusetts Medical Society,Member,
Benjamin Austin,Massachusetts Medical Society,Member,
Jason Ayres,Massachusetts Medical Society,Member,
John Andrews,Massachusetts Medical Society,Member,
Zabdiel B. Adams,Massachusetts Medical Society,Member,
Helaz Alvoord,Massachusetts Medical Society,Member,
John Brooks,Massachusetts Medical Society,Member,
John Bartlett,Massachusetts Medical Society,Member,
Sthphen Batcheller Jr.,Massachusetts Medical Society,Member,
Amos Bancroft,Massachusetts Medical Society,Member,
Benjamin Bill,Massachusetts Medical Society,Member,
Nathaniel Bradstreet,Massachusetts Medical Society,Member,
Thomas Bucklin,Massachusetts Medical Society,Member,
John B. Brown,Massachusetts Medical Society,Member,
Josiah Batchelder,Massachusetts Medical Society,Member,
Jacob Bigelow,Massachusetts Medical Society,Member,
Hubbard Bartlett,Massachusetts Medical Society,Member,
Samuel Bugbee,Massachusetts Medical Society,Member,
Hugo Burghardt,Massachusetts Medical Society,Member,
"Asa Burbank,",Massachusetts Medical Society,Member,
*Josiah Bartlett,Massachusetts Medical Society,Member,
William Baylies II,Massachusetts Medical Society,Member,
Thomas Babbit,Massachusetts Medical Society,Member,
Benjamin Brown,Massachusetts Medical Society,Member,
Asa Bullard,Massachusetts Medical Society,Member,
Alvan Bacon,Massachusetts Medical Society,Member,
Joshua Barker,Massachusetts Medical Society,Member,
Oliver Brewster,Massachusetts Medical Society,Member,
Horace Bean,Massachusetts Medical Society,Member,
Peter Bryant,Massachusetts Medical Society,Member,
Jeremiah Barker,Massachusetts Medical Society,Member,
Josiah W. Brewster,Massachusetts Medical Society,Member,
William Buel,Massachusetts Medical Society,Member,
Samuel Brown,Massachusetts Medical Society,Member,
Jesse Billow,Massachusetts Medical Society,Member,
Edmund Buxton,Massachusetts Medical Society,Member,
George Boles,Massachusetts Medical Society,Member,
Gideon Bristow,Massachusetts Medical Society,Member,
Calvin Briggs,Massachusetts Medical Society,Member,
Ebenezer Alden,Massachusetts Medical Society,Member,
Willard Arms,Massachusetts Medical Society,Member,
Samuel Adams,Massachusetts Medical Society,Member,
Israel Allen,Massachusetts Medical Society,Member,
Nathaniel W. Appleton,Massachusetts Medical Society,Member,
Samuel Adams,Massachusetts Medical Society,Member,
William Aspinwall,Massachusetts Medical Society,Member,
Moses Appleton,Massachusetts Medical Society,Member,
NathanieI Ames,Massachusetts Medical Society,Member,
Israel Alherton,Massachusetts Medical Society,Member,
Samuel Adams,Massachusetts Medical Society,Member,
Benjamin Adams,Massachusetts Medical Society,Member,
Peter Adams,Massachusetts Medical Society,Member,
William Aspinwall Jr.,Massachusetts Medical Society,Member,
Luther Allen,Massachusetts Medical Society,Member,
Silas Allen,Massachusetts Medical Society,Member,
Ebenezer Ames,Massachusetts Medical Society,Member,
Samuel Ayer,Massachusetts Medical Society,Member,
Moses Ayer,Massachusetts Medical Society,Member,
Samuel Adams,Massachusetts Society for the Promotion of Agriculture,Member,
John Avery Jr.,Massachusetts Society for the Promotion of Agriculture,Member,
Joseph Barrell,Massachusetts Society for the Promotion of Agriculture,Member,
Martin Brimmer,Massachusetts Society for the Promotion of Agriculture,Member,
Charles Bulfinch,Massachusetts Society for the Promotion of Agriculture,Member,
John Codman,Massachusetts Society for the Promotion of Agriculture,Member,
Edward Cutts,Massachusetts Society for the Promotion of Agriculture,Member,
Aaron Dexter,Massachusetts Society for the Promotion of Agriculture,Member,
Thomas Durfee,Massachusetts Society for the Promotion of Agriculture,Member,
Moses Gill,Massachusetts Society for the Promotion of Agriculture,Member,
Christopher Gore,Massachusetts Society for the Promotion of Agriculture,Member,
Benjamin Guild,Massachusetts Society for the Promotion of Agriculture,Member,
Stephen Higginson,Massachusetts Society for the Promotion of Agriculture,Member,
Henry Hill,Massachusetts Society for the Promotion of Agriculture,Member,
Samuel Holten,Massachusetts Society for the Promotion of Agriculture,Member,
Benjamin Lincoln,Massachusetts Society for the Promotion of Agriculture,Member,
John Lowell,Massachusetts Society for the Promotion of Agriculture,Member,
Jonathan Mason,Massachusetts Society for the Promotion of Agriculture,Member,
Jonathan Mason Jr.,Massachusetts Society for the Promotion of Agriculture,Member,
Azor Orne,Massachusetts Society for the Promotion of Agriculture,Member,
Samuel Philips,Massachusetts Society for the Promotion of Agriculture,Member,
Thomas Russel,Massachusetts Society for the Promotion of Agriculture,Member,
Samuel Salisbury,Massachusetts Society for the Promotion of Agriculture,Member,
David Sears,Massachusetts Society for the Promotion of Agriculture,Member,
James Sullivan,Massachusetts Society for the Promotion of Agriculture,Member,
Cotton Tufts,Massachusetts Society for the Promotion of Agriculture,Member,
Charles Vaughan,Massachusetts Society for the Promotion of Agriculture,Member,
Thomas Winthrop,Massachusetts Society for the Promotion of Agriculture,Member,
Osborne Sprigg,Columbian Agricultural Society,Member,
Thompson Mason,Columbian Agricultural Society,Member,
David Wiley,Columbian Agricultural Society,Member,
John Mason,Columbian Agricultural Society,Member,
Charles Carroll,Columbian Agricultural Society,Member,
Joseph Kent,Columbian Agricultural Society,Member,
George Washington Parke Custis,Columbian Agricultural Society,Member,
David Wiley,Columbian Agricultural Society,Member,
John Teackle,Columbian Agricultural Society,Member,
Nathan Lufborough,Columbian Agricultural Society,Member,
Henry Maynadier,Columbian Agricultural Society,Member,
Edward Lloyd,Columbian Agricultural Society,Member,
Upton Scott,Columbian Agricultural Society,Member,
John Shaafe,Columbian Agricultural Society,Member,
Arthur Shaafe,Columbian Agricultural Society,Member,
John F. Mercer,Columbian Agricultural Society,Member,
Tench Ringgold,Columbian Agricultural Society,Member,
William Crawford,Columbian Agricultural Society,Member,
William Mason,Columbian Agricultural Society,Member,
Nicholas Snowden,Columbian Agricultural Society,Member,
John M. Gantt,Columbian Agricultural Society,Member,
Joseph Cross,Columbian Agricultural Society,Member,
Charles Ridgely,Columbian Agricultural Society,Member,
H. Leven Powell,Columbian Agricultural Society,Member,
Isaac Duckett,Columbian Agricultural Society,Member,
Henry Gaither,Columbian Agricultural Society,Member,
Charles C. Jones,Columbian Agricultural Society,Member,
Thomas McKenney,Columbian Agricultural Society,Member,
Charles Worthington,Columbian Agricultural Society,Member,
Joel Barlow,Columbian Agricultural Society,Member,
Robert Graham,Columbian Agricultural Society,Member,
Alexander Henderson,Columbian Agricultural Society,Member,
John Williams,Columbian Agricultural Society,Member,
George Graham,Columbian Agricultural Society,Member,
George Mason,Columbian Agricultural Society,Member,
Henry Foxall,Columbian Agricultural Society,Member,
John Threlkeld,Columbian Agricultural Society,Member,
William Marbury,Columbian Agricultural Society,Member,
John Cox,Columbian Agricultural Society,Member,
Washington Bowie,Columbian Agricultural Society,Member,
Thomas Corcoran,Columbian Agricultural Society,Member,
William Whann,Columbian Agricultural Society,Member,
Thomas Peter,Columbian Agricultural Society,Member,
Marsham Waring,Columbian Agricultural Society,Member,
James Dunlap,Columbian Agricultural Society,Member,
Walter Smith,Columbian Agricultural Society,Member,
William Lee,Columbian Agricultural Society,Member,
A.L. Joncherez,Columbian Agricultural Society,Member,
John W. Bronaugh,Columbian Agricultural Society,Member,
Thomas Davis,Columbian Agricultural Society,Member,
John C. Thomas,Columbian Agricultural Society,Member,
Richard Snowden,Columbian Agricultural Society,Member,
Thomas Snowden,Columbian Agricultural Society,Member,
Joseph Nourse,Columbian Agricultural Society,Member,
George Calvert,Columbian Agricultural Society,Member,
John Cook,Columbian Agricultural Society,Member,
Daniel C. Brent,Columbian Agricultural Society,Member,
Isaac Briggs,Columbian Agricultural Society,Member,
Bernard Gilpin,Columbian Agricultural Society,Member,
Roger Brooke,Columbian Agricultural Society,Member,
James Madison,Federal Government,Member,
vacant,Federal Government,Member,
James Monroe,Federal Government,Member,
John Graham,Federal Government,Member,
Stephen Pleasonton,Federal Government,Member,
Daniel Brent,Federal Government,Member,
Richard Forrest,Federal Government,Member,
John B. Colvin,Federal Government,Member,
Josiah W. King,Federal Government,Member,
J.H. Purviance,Federal Government,Member,
John P. Maul,Federal Government,Member,
Joseph Warren,Federal Government,Member,
William Thorton,Federal Government,Member,
William Elliot,Federal Government,Member,
Benjmin Fenwick,Federal Government,Member,
Alexander J. Dallas,Federal Government,Member,
Edward Jones,Federal Government,Member,
James N. Taylor,Federal Government,Member,
James L. Anthony,Federal Government,Member,
Samuel McKean,Federal Government,Member,
Edward Fox jun.,Federal Government,Member,
Thomas Dungan,Federal Government,Member,
William Gibson,Federal Government,Member,
John Connell ,Federal Government,Member,
Wm. Eisenbeck,Federal Government,Member,
Joseph Anderson,Federal Government,Member,
William G.D. Worthington,Federal Government,Member,
John Laub,Federal Government,Member,
Andrew Ross,Federal Government,Member,
Samuel Hanson,Federal Government,Member,
Charles P. Polk,Federal Government,Member,
John Woodside,Federal Government,Member,
Lund Washington,Federal Government,Member,
Richard H. Briscoe,Federal Government,Member,
William Williamson,Federal Government,Member,
James Larned,Federal Government,Member,
Benjamin Harrison,Federal Government,Member,
John Knapp,Federal Government,Member,
Pontius D. Stelle,Federal Government,Member,
David P. Polk,Federal Government,Member,
John N. Lovejoy,Federal Government,Member,
John N. Lovejoy,Federal Government,Member,
Richard Harrison,Federal Government,Member,
Patrick Ferrall,Federal Government,Member,
William Parker,Federal Government,Member,
William Morton,Federal Government,Member,
Ezekiel King,Federal Government,Member,
John Coyle,Federal Government,Member,
James Watson,Federal Government,Member,
William Felch,Federal Government,Member,
David Easton,Federal Government,Member,
Thomas G. Slye,Federal Government,Member,
Jeremiah Williams,Federal Government,Member,
John Coyle jun.,Federal Government,Member,
John Underwood,Federal Government,Member,
James D. King,Federal Government,Member,
James Goddard,Federal Government,Member,
Thomas Barclay,Federal Government,Member,
Charles B. Davis,Federal Government,Member,
Joseph Nourse,Federal Government,Member,
Joshua Dawson,Federal Government,Member,
Joseph Stretch,Federal Government,Member,
Michael Nourse,Federal Government,Member,
James McClary,Federal Government,Member,
James Laurie,Federal Government,Member,
William Mackey,Federal Government,Member,
John S. Haw,Federal Government,Member,
Charles Dawson,Federal Government,Member,
John D. Barclay,Federal Government,Member,
John C. Steiner,Federal Government,Member,
Henry M Steiner,Federal Government,Member,
W.D. Randolph,Federal Government,Member,
Francis Lowndes,Federal Government,Member,
John Stretch,Federal Government,Member,
Joseph R. Nourse,Federal Government,Member,
Thos. L. Thruston,Federal Government,Member,
Lewis Salomon,Federal Government,Member,
William James,Federal Government,Member,
John R. Nourse,Federal Government,Member,
Alex. McDonald,Federal Government,Member,
Joseph Wilson,Federal Government,Member,
John Poor,Federal Government,Member,
Peter Knight ,Federal Government,Member,
Thomas Tudor Tucker,Federal Government,Member,
Samuel Brook,Federal Government,Member,
Thomas B. Dashiell,Federal Government,Member,
George W. Dashiell,Federal Government,Member,
Basil W. Beall,Federal Government,Member,
James moore,Federal Government,Member,
James Moore,Federal Government,Member,
Samuel H. Smith,Federal Government,Member,
Robert Polk,Federal Government,Member,
Joseph Thaw,Federal Government,Member,
Joseph Cassin,Federal Government,Member,
Walter B. Beall,Federal Government,Member,
Nicholas Harper,Federal Government,Member,
Basil Waring,Federal Government,Member,
Henry W. Ball,Federal Government,Member,
John C. Brush,Federal Government,Member,
Littleton Kirkpatrick,Federal Government,Member,
John Frank,Federal Government,Member,
Josiah Meigs,Federal Government,Member,
John Gardiner,Federal Government,Member,
Robert King,Federal Government,Member,
Frederick T. Tschiffely,Federal Government,Member,
Nicholas B. Van Zandt,Federal Government,Member,
John M. Moore,Federal Government,Member,
Joseph S. Collins,Federal Government,Member,
Sterling Gresham,Federal Government,Member,
Samuel W. Meigs,Federal Government,Member,
Aaron Benjamin,Federal Government,Member,
Daniel Brown,Federal Government,Member,
Caleb P. Gardiner,Federal Government,Member,
Thomas Gunton,Federal Government,Member,
Joseph Wilson,Federal Government,Member,
William H. Crawford,Federal Government,Member,
George Graham,Federal Government,Member,
Nathaniel Cuming,Federal Government,Member,
Lewis Edwards,Federal Government,Member,
George Boyd,Federal Government,Member,
Jacob Laub,Federal Government,Member,
Giden Davis,Federal Government,Member,
Thomas Murtin,Federal Government,Member,
William Lambert,Federal Government,Member,
Samuel S. Hamilton,Federal Government,Member,
William S. Stewart,Federal Government,Member,
James L. Edwards,Federal Government,Member,
John H. Beall,Federal Government,Member,
David Henley,Federal Government,Member,
William Hickey,Federal Government,Member,
William Markward,Federal Government,Member,
John R. Markward,Federal Government,Member,
Robert Brent,Federal Government,Member,
Nathaniel Frye,Federal Government,Member,
Andrew Ramsey,Federal Government,Member,
Thomas L. Washington,Federal Government,Member,
Timothy P. Andrews,Federal Government,Member,
Nathaniel Ford,Federal Government,Member,
Richard T. Queen,Federal Government,Member,
Reuben Bardine,Federal Government,Member,
Edward Stephen,Federal Government,Member,
Robert Y. Brent,Federal Government,Member,
Valentine Welsh,Federal Government,Member,
John C. Brent,Federal Government,Member,
Robert P. Washington,Federal Government,Member,
Samuel McIntire,Federal Government,Member,
Jacob Brodback,Federal Government,Member,
Tobias Lear,Federal Government,Member,
Peter Hagner,Federal Government,Member,
James Eakin,Federal Government,Member,
James Thompson,Federal Government,Member,
Charles Vinson,Federal Government,Member,
James Hodnet,Federal Government,Member,
John Wills jun.,Federal Government,Member,
John Abbott,Federal Government,Member,
John Wilson,Federal Government,Member,
James Davidson,Federal Government,Member,
Richard Burgess,Federal Government,Member,
William Stewart,Federal Government,Member,
Samuel Lewis,Federal Government,Member,
Edward S. Lewis,Federal Government,Member,
Thomas Cook,Federal Government,Member,
Christ'r. Andrews,Federal Government,Member,
William Ramsay,Federal Government,Member,
William Cook,Federal Government,Member,
Richard M. Boyer,Federal Government,Member,
Ignatius Boone,Federal Government,Member,
Lloyd M. Lowe,Federal Government,Member,
Charles Dement,Federal Government,Member,
Chs. Cruickshank,Federal Government,Member,
Jas. Montgomery,Federal Government,Member,
John Lindsay,Federal Government,Member,
Robert Ellis,Federal Government,Member,
Andrew M. Kirk,Federal Government,Member,
P.D. Washington,Federal Government,Member,
Jas. Davidson jr.,Federal Government,Member,
Richard Cutts,Federal Government,Member,
Enoch Reynolds,Federal Government,Member,
John N. Moulder,Federal Government,Member,
Joseph Hinkley,Federal Government,Member,
Jonathan Seaver,Federal Government,Member,
William Brown ,Federal Government,Member,
Enoch M. Lowe,Federal Government,Member,
John Ward,Federal Government,Member,
John H. Lowe,Federal Government,Member,
John Sessford,Federal Government,Member,
Benjamin W. Crowninshield,Federal Government,Member,
Benjamin Homans,Federal Government,Member,
William Blagrove,Federal Government,Member,
Noah Fletcher,Federal Government,Member,
John Boyle,Federal Government,Member,
Henry Rich,Federal Government,Member,
William Righter,Federal Government,Member,
John Rodgers,Federal Government,Member,
Stephen Decatur,Federal Government,Member,
David Porter,Federal Government,Member,
James K Paulding,Federal Government,Member,
Charles W. Goldsborough,Federal Government,Member,
Charles G. Dewitt,Federal Government,Member,
John Green,Federal Government,Member,
Benjamin G. Bowen,Federal Government,Member,
Constant Freeman,Federal Government,Member,
Thomas H. Gilliss,Federal Government,Member,
George Macdaniel,Federal Government,Member,
Joseph Mechlin,Federal Government,Member,
John Macdaniel,Federal Government,Member,
John Craven,Federal Government,Member,
Henry Forrest,Federal Government,Member,
Ezekiel Macdaniel,Federal Government,Member,
Robert Getty,Federal Government,Member,
Alexander Suter,Federal Government,Member,
William Clagett,Federal Government,Member,
James H. Hardy,Federal Government,Member,
James Cassin,Federal Government,Member,
John B. Martin,Federal Government,Member,
Thomas I Sutherland,Federal Government,Member,
Return J. Meigs,Federal Government,Member,
Abraham Bradley Jr.,Federal Government,Member,
Seth Pease,Federal Government,Member,
Phineas Bradley,Federal Government,Member,
Andrew Coyle,Federal Government,Member,
Thomas B.Dyer,Federal Government,Member,
James Hewett,Federal Government,Member,
John Campbell,Federal Government,Member,
Toppan Webster,Federal Government,Member,
James M. Varnum,Federal Government,Member,
William H. Beard,Federal Government,Member,
Obadiah B. Brown,Federal Government,Member,
Joseph W. Hand,Federal Government,Member,
David Shoemaker,Federal Government,Member,
Aaron T. Crane,Federal Government,Member,
Bd. H. Tomlinson,Federal Government,Member,
Andrew Tate,Federal Government,Member,
Stephen W. Gray,Federal Government,Member,
John MacLeod,Federal Government,Member,
Thomas Arbuckle,Federal Government,Member,
Alexander Dyer,Federal Government,Member,
Chauncey Bestor,Federal Government,Member,
Charles Bell,Federal Government,Member,
Joseph Borroughs,Federal Government,Member,
Nathaniel Herbert,Federal Government,Member,
Charles Cutts,Federal Government,Member,
Samuel Turner,Federal Government,Member,
John G. McDonald,Federal Government,Member,
Lewis H. Machen,Federal Government,Member,
Mountjoy Bayly,Federal Government,Member,
Henry Tims,Federal Government,Member,
Thomas Dougherty,Federal Government,Member,
Samuel Burch,Federal Government,Member,
John T. Frost,Federal Government,Member,
Benjamin Sprigg,Federal Government,Member,
Brooke M. Berry,Federal Government,Member,
Thomas Patterson,Federal Government,Member,
Thomas Dunn,Federal Government,Member,
Thomas Claxton,Federal Government,Member,
Benjamin Burch,Federal Government,Member,
James Barron,Federal Government,Member,
George Watterston,Federal Government,Member,
Richard Bland Lee,Federal Government,Member,
Perrin Willis,Federal Government,Member,
Thomas L. McKenney,Federal Government,Member,
Jere. W. Bronaugh,Federal Government,Member,
John W. Rich,Federal Government,Member,
Meade Fitzhugh,Federal Government,Member,
J.W. Bronaugh,Federal Government,Member,
William Miles,Federal Government,Member,
