Name,Organization,Year Elected,Status,
Peter Le Gaux,American Philosophical Society,1789,Member,Resident
Ashbel Green,American Philosophical Society,1789,Member,Resident
Friedrich A. von Heintz,American Philosophical Society,1789,Member,International
Joshua Humphreys,American Philosophical Society,1789,Member,Resident
Walter Minto,American Philosophical Society,1789,Member,Resident
George Monroe,American Philosophical Society,1789,Member,Resident
Mekeric L.E. Moreau,American Philosophical Society,1789,Member,International
William Paterson,American Philosophical Society,1789,Member,Resident
C.C. Pinckney,American Philosophical Society,1789,Member,Resident
Thomas Pole,American Philosophical Society,1789,Member,International
David Redick,American Philosophical Society,1789,Member,Resident
Benjamin Rittenhouse,American Philosophical Society,1789,Member,Resident
James Rumsey,American Philosophical Society,1789,Member,Resident
Winthrop Sargent,American Philosophical Society,1789,Member,Resident
Franz A. Steinsky,American Philosophical Society,1789,Member,International
John Stevens,American Philosophical Society,1789,Member,Resident
Charles Stuart,American Philosophical Society,1789,Member,International
James Wilkinson,American Philosophical Society,1789,Member,Resident
John Witherspoon,American Philosophical Society,1789,Member,Resident
Baron J.W.K.A. Hupsch von Lontxen,American Philosophical Society,1790,Member,International
Anders Sparman,American Philosophical Society,1790,Member,International
George Turner,American Philosophical Society,1790,Member,Resident
John Walker,American Philosophical Society,1790,Member,International
Caleb Whitefoord,American Philosophical Society,1790,Member,International
Alexander Addison,American Philosophical Society,1791,Member,Resident
Alexander Anderson,American Philosophical Society,1791,Member,Resident
Absalom Baird,American Philosophical Society,1791,Member,Resident
John Beckley,American Philosophical Society,1791,Member,Resident
Nicholas L. Burmann,American Philosophical Society,1791,Member,International
Alexander J. Dallas,American Philosophical Society,1791,Member,Resident
William Ferguson,American Philosophical Society,1791,Member,Resident
Albert Gallatin,American Philosophical Society,1791,Member,Resident
Benjamin Gloxin,American Philosophical Society,1791,Member,International
Robert Goldsbourough,American Philosophical Society,1791,Member,Resident
John G. Grosche,American Philosophical Society,1791,Member,International
John Hoge,American Philosophical Society,1791,Member,Resident
James Anderson,American Philosophical Society,1791,Member,International
Henry Knox,American Philosophical Society,1791,Member,Resident
John Luzac,American Philosophical Society,1791,Member,International
S.L. Mitchell,American Philosophical Society,1791,Member,Resident
Johann A. Murray,American Philosophical Society,1791,Member,Resident
John Nicholson,American Philosophical Society,1791,Member,Resident
Peter S. Pallas,American Philosophical Society,1791,Member,International
John Penington,American Philosophical Society,1791,Member,Resident
Thomas Pennant,American Philosophical Society,1791,Member,International
Peter S. Du Ponceau,American Philosophical Society,1791,Member,Resident
Edmund Randolph,American Philosophical Society,1791,Member,Resident
Andrew Ross,American Philosophical Society,1791,Member,Resident
James Ross,American Philosophical Society,1791,Member,Resident
John Smilie,American Philosophical Society,1791,Member,Resident
Dugald Stewart,American Philosophical Society,1791,Member,International
Karl P. Thunberg,American Philosophical Society,1791,Member,International
Benjamin Waterhouse,American Philosophical Society,1791,Member,Resident
Richard P. Barton,American Philosophical Society,1792,Member,Resident
Guiseppe Ceracchi,American Philosophical Society,1792,Member,International
William Currie,American Philosophical Society,1792,Member,Resident
Erasmus Darwin,American Philosophical Society,1792,Member,International
Comte de Antoine R.C.M. La Forest,American Philosophical Society,1792,Member,International
Anthony Fothergill,American Philosophical Society,1792,Member,International
David Jackson,American Philosophical Society,1792,Member,Resident
John Page,American Philosophical Society,1792,Member,Resident
Baron de Ambroise M.F.J. Palisot,American Philosophical Society,1792,Member,International
Conte Paolo Andreani,American Philosophical Society,1792,Member,International
John Rouelle,American Philosophical Society,1792,Member,Resident
William Smith,American Philosophical Society,1792,Member,Resident
Uvo van Troil,American Philosophical Society,1792,Member,Resident
John Trumbull,American Philosophical Society,1792,Member,Resident
Rodolph Valltravers,American Philosophical Society,1792,Member,Resident
Nicholas B. Waters,American Philosophical Society,1792,Member,Resident
Andre F. de Coupigny,American Philosophical Society,1793,Member,International
J. Reinhold Forster,American Philosophical Society,1793,Member,International
George Logan,American Philosophical Society,1793,Member,Resident
John W. Lottera,American Philosophical Society,1793,Member,Resident
David Nassy,American Philosophical Society,1793,Member,Resident
Thomas L. Shippen,American Philosophical Society,1793,Member,Resident
Louis Valentin,American Philosophical Society,1793,Member,International
William Waring,American Philosophical Society,1793,Member,Resident
David S. Erskine,American Philosophical Society,1794,Member,International
James Greenway,American Philosophical Society,1794,Member,Resident
James Anderson,American Philosophical Society,1794,Member,International
John Nancarrow,American Philosophical Society,1794,Member,Resident
Gustaf von Carleson,American Philosophical Society,1795,Member,International
Archibald Cochrane,American Philosophical Society,1795,Member,International
Robert Leslie,American Philosophical Society,1795,Member,Resident
Val Melscheimer,American Philosophical Society,1795,Member,Resident
Tim Pickering,American Philosophical Society,1795,Member,Resident
Samuel Wheeler,American Philosophical Society,1795,Member,Resident
Rev. James Abercrombie,American Philosophical Society,1796,Member,Resident
Pierre A. Adet,American Philosophical Society,1796,Member,International
Nathaniel B. Bedford,American Philosophical Society,1796,Member,Resident
Isaac Briggs,American Philosophical Society,1796,Member,Resident
Charles Caldwell,American Philosophical Society,1796,Member,Resident
Dr. Isaac Cathrall,American Philosophical Society,1796,Member,Resident
F.H. Le Comte,American Philosophical Society,1796,Member,International
Tench Coxe,American Philosophical Society,1796,Member,Resident
Joanne B. Cunat,American Philosophical Society,1796,Member,International
Jean Deveze,American Philosophical Society,1796,Member,International
Louis E. Duhail,American Philosophical Society,1796,Member,International
Cypriano R. Friere,American Philosophical Society,1796,Member,International
Jacques M. le F. de Grandpre,American Philosophical Society,1796,Member,Resident
Hugh Hodge,American Philosophical Society,1796,Member,Resident
Jose de Jaudences,American Philosophical Society,1796,Member,International
J.F. Mifflin,American Philosophical Society,1796,Member,Resident
William D. Peck,American Philosophical Society,1796,Member,Resident
Francois A.F. de la Rochefoucauld-Liancourt,American Philosophical Society,1796,Member,International
Sir James E. Smith,American Philosophical Society,1796,Member,International
Charles M. de Talleyrand-Perigord,American Philosophical Society,1796,Member,International
Luis de Urbina,American Philosophical Society,1796,Member,International
James Woodhouse,American Philosophical Society,1796,Member,Resident
William Bache,American Philosophical Society,1797,Member,Resident
Samuel Blair,American Philosophical Society,1797,Member,Resident
John Guillemard,American Philosophical Society,1797,Member,International
William Hamilton,American Philosophical Society,1797,Member,Resident
John Heckewilder,American Philosophical Society,1797,Member,Resident
Andrews Everardus Van Braam Houckgeest,American Philosophical Society,1797,Member,Resident
Thomas C. James,American Philosophical Society,1797,Member,Resident
Alexander Martin,American Philosophical Society,1797,Member,Resident
Theo. C. Mozard,American Philosophical Society,1797,Member,International
John Newnan,American Philosophical Society,1797,Member,Resident
Thomas Pinckney,American Philosophical Society,1797,Member,Resident
Adam Seybert,American Philosophical Society,1797,Member,Resident
Rich P. Smith,American Philosophical Society,1797,Member,Resident
Samuel H. Smith,American Philosophical Society,1797,Member,Resident
John Stuart,American Philosophical Society,1797,Member,Resident
Comte Constantin F. Chasseboeuf de Volney,American Philosophical Society,1797,Member,International
Johann F. Blumenbach,American Philosophical Society,1798,Member,International
Julian U. Niemcewicz,American Philosophical Society,1798,Member,International
William Patterson,American Philosophical Society,1798,Member,International
Giambattista Scandella,American Philosophical Society,1798,Member,International
Franz A. von Zach,American Philosophical Society,1798,Member,International
William Boys,American Philosophical Society,1799,Member,Resident
Joseph Clay,American Philosophical Society,1799,Member,Resident
John R. Coxe,American Philosophical Society,1799,Member,Resident
Samuel Elam,American Philosophical Society,1799,Member,Resident
Benjamin H. Latrobe,American Philosophical Society,1799,Member,Resident
William Maclure,American Philosophical Society,1799,Member,Resident
Thomas P. Smith,American Philosophical Society,1799,Member,Resident
Justus E. Bollmann,American Philosophical Society,1800,Member,Resident
Samuel Brown,American Philosophical Society,1800,Member,Resident
William Dunbar,American Philosophical Society,1800,Member,Resident
Sir Robert Liston,American Philosophical Society,1800,Member,International
Samuel Miller,American Philosophical Society,1800,Member,Resident
Pierre S. du Pont de Nemours,American Philosophical Society,1800,Member,International
John R. Smith,American Philosophical Society,1800,Member,Resident
Francis Blanchet,American Philosophical Society,1801,Member,International
Samuel Falberg,American Philosophical Society,1801,Member,International
Jose J. de Ferrer,American Philosophical Society,1801,Member,International
Thomas T. Hewson,American Philosophical Society,1801,Member,Resident
William Jones,American Philosophical Society,1801,Member,International
Robert R. Livingston,American Philosophical Society,1801,Member,Resident
Gustav Paykull,American Philosophical Society,1801,Member,International
Fran Peyrolon,American Philosophical Society,1801,Member,International
Alexander Ramirez,American Philosophical Society,1801,Member,International
William Barnwell,American Philosophical Society,1802,Member,Resident
John Church,American Philosophical Society,1802,Member,Resident
Thomas Cooper,American Philosophical Society,1802,Member,Resident
Valentin de Foronda,American Philosophical Society,1802,Member,Resident
John Garnett,American Philosophical Society,1802,Member,Resident
Marquis de C.M. Martinez Casa Irujo,American Philosophical Society,1802,Member,International
William S. Jacobs,American Philosophical Society,1802,Member,Resident
Philippe R. Roume de St. Laurent,American Philosophical Society,1802,Member,International
Phillippe J. Letsom,American Philosophical Society,1802,Member,International
James Mease,American Philosophical Society,1802,Member,Resident
Peter B. Olsen,American Philosophical Society,1802,Member,International
Philip S. Physick,American Philosophical Society,1802,Member,Resident
Jarvis Roebuck,American Philosophical Society,1802,Member,International
William Roxburgh,American Philosophical Society,1802,Member,International
Benjamin Dearborn,American Philosophical Society,1803,Member,Resident
Jean B.J. Delambre,American Philosophical Society,1803,Member,International
Robert Gilmore,American Philosophical Society,1803,Member,Resident
Robert Hare,American Philosophical Society,1803,Member,Resident
Meriwether Lewis,American Philosophical Society,1803,Member,Resident
Dan Melanderhjelm,American Philosophical Society,1803,Member,International
Francis Nichols,American Philosophical Society,1803,Member,International
Eric Prosperin,American Philosophical Society,1803,Member,International
David Ramsay,American Philosophical Society,1803,Member,Resident
Benjamin Thompson,American Philosophical Society,1803,Member,International
Pedro Caevallos,American Philosophical Society,1804,Member,International
Antonio J. Cavanilles,American Philosophical Society,1804,Member,International
Zaccheus Collins,American Philosophical Society,1804,Member,Resident
Joshua Gilpin,American Philosophical Society,1804,Member,Resident
Prince Manuel Godoy,American Philosophical Society,1804,Member,International
Baron von F.H. Alexander Humboldt,American Philosophical Society,1804,Member,International
David Humphreys,American Philosophical Society,1804,Member,Resident
Edward Jenner,American Philosophical Society,1804,Member,International
William Short,American Philosophical Society,1804,Member,Resident
Sam Webber,American Philosophical Society,1804,Member,Resident
Joseph Willard,American Philosophical Society,1804,Member,Resident
William Hawes,American Philosophical Society,1805,Member,International
William Jones,American Philosophical Society,1805,Member,Resident
Edward Miller,American Philosophical Society,1805,Member,Resident
Samuel Moore,American Philosophical Society,1805,Member,Resident
John Prince,American Philosophical Society,1805,Member,Resident
Benjamin Silliman,American Philosophical Society,1805,Member,Resident
Charles Smith,American Philosophical Society,1805,Member,Resident
William Tilghman,American Philosophical Society,1805,Member,Resident
F.A. Vanderkemp,American Philosophical Society,1805,Member,Resident
Bushrod Washington,American Philosophical Society,1805,Member,Resident
Adrien G. Camper,American Philosophical Society,1806,Member,International
Joseph Cloud,American Philosophical Society,1806,Member,Resident
Samuel F. Conover,American Philosophical Society,1806,Member,Resident
William Dubourg,American Philosophical Society,1806,Member,Resident
John Maclean,American Philosophical Society,1806,Member,Resident
Martinus van Martius,American Philosophical Society,1806,Member,International
Joseph Sansom,American Philosophical Society,1806,Member,Resident
Francisco de Borja Garcao Stockler,American Philosophical Society,1806,Member,International
Olof Swartz,American Philosophical Society,1806,Member,International
Comte Antoine L.C. Desturr de Tracy,American Philosophical Society,1806,Member,International
Samuel B. Wylie,American Philosophical Society,1806,Member,Resident
Archibald Bruce,American Philosophical Society,1807,Member,Resident
Nathaniel Chapman,American Philosophical Society,1807,Member,Resident
Mahlon Dickerson,American Philosophical Society,1807,Member,Resident
John E. Forstroem,American Philosophical Society,1807,Member,International
James Gibson,American Philosophical Society,1807,Member,Resident
Ferd R. Hassler,American Philosophical Society,1807,Member,Resident
George Izard,American Philosophical Society,1807,Member,Resident
John McDowell,American Philosophical Society,1807,Member,Resident
Ir _ e Du Pont,American Philosophical Society,1807,Member,Resident
Comte de Charles P. Lasteyrie du Saillant,American Philosophical Society,1807,Member,International
Horace Binney,American Philosophical Society,1808,Member,Resident
Edward Penington,American Philosophical Society,1808,Member,Resident
William Staughton,American Philosophical Society,1808,Member,Resident
Joel Barlow,American Philosophical Society,1809,Member,Resident
Nathaniel Bowditch,American Philosophical Society,1809,Member,Resident
Ross Cuthbert,American Philosophical Society,1809,Member,International
George William Featherstonhaugh,American Philosophical Society,1809,Member,Resident
Robert Fulton,American Philosophical Society,1809,Member,Resident
Silvain Godon,American Philosophical Society,1809,Member,Resident
Francois A. Michaux,American Philosophical Society,1809,Member,International
Thomas Moore,American Philosophical Society,1809,Member,Resident
Robert M. Patterson,American Philosophical Society,1809,Member,Resident
David B. Warden,American Philosophical Society,1809,Member,Resident
James Winthrop,American Philosophical Society,1809,Member,Resident
J.H. Brinton,American Philosophical Society,1810,Member,Resident
Humphry Davy,American Philosophical Society,1810,Member,International
George Gibbs,American Philosophical Society,1810,Member,Resident
John Haighton,American Philosophical Society,1810,Member,International
David Hosack,American Philosophical Society,1810,Member,Resident
William Johnson,American Philosophical Society,1810,Member,Resident
William Bentley,American Philosophical Society,1811,Member,Resident
John Davis,American Philosophical Society,1811,Member,Resident
John M. Good,American Philosophical Society,1811,Member,International
Louis N. Vanquelin,American Philosophical Society,1811,Member,International
Charles J. Wister,American Philosophical Society,1811,Member,Resident
Robert Adrain,American Philosophical Society,1812,Member,Resident
Benjamin Allen,American Philosophical Society,1812,Member,Resident
Jose F. Correa da Serra,American Philosophical Society,1812,Member,International
Robert Walsh,American Philosophical Society,1812,Member,Resident
W.P.C. Barton,American Philosophical Society,1813,Member,Resident
Nicholas Biddle,American Philosophical Society,1813,Member,Resident
Charles Chauncey,American Philosophical Society,1813,Member,Resident
Constant Dumeril,American Philosophical Society,1813,Member,International
Reuben Haines,American Philosophical Society,1813,Member,Resident
William Hembel,American Philosophical Society,1813,Member,Resident
William T. Meredith,American Philosophical Society,1813,Member,Resident
Benjamin R. Morgan,American Philosophical Society,1813,Member,Resident
George Pollock,American Philosophical Society,1813,Member,Resident
Anders J. Retzius,American Philosophical Society,1813,Member,International
John Sergeant,American Philosophical Society,1813,Member,Resident
Alexander Wilson,American Philosophical Society,1813,Member,Resident
Nathaniel Stout Allison,American Philosophical Society,1814,Member,Resident
Frederick Beasley,American Philosophical Society,1814,Member,Resident
John G. Biddle,American Philosophical Society,1814,Member,Resident
De Witt Clinton,American Philosophical Society,1814,Member,Resident
James Cutbush,American Philosophical Society,1814,Member,Resident
John S. Dorsey,American Philosophical Society,1814,Member,Resident
Thomas Gilpin,American Philosophical Society,1814,Member,Resident
John Gummere,American Philosophical Society,1814,Member,Resident
John E. Hall,American Philosophical Society,1814,Member,Resident
Joseph G. Swift,American Philosophical Society,1814,Member,Resident
James P. Wilson,American Philosophical Society,1814,Member,Resident
Samuel Colhoun,American Philosophical Society,1815,Member,Resident
James Gray,American Philosophical Society,1815,Member,Resident
Charles W. Hare,American Philosophical Society,1815,Member,Resident
Joseph Hartshorne,American Philosophical Society,1815,Member,Resident
Joseph Hopkinson,American Philosophical Society,1815,Member,Resident
Charles J. Ingersoll,American Philosophical Society,1815,Member,Resident
Joseph P. Norris,American Philosophical Society,1815,Member,Resident
Joseph Parrish,American Philosophical Society,1815,Member,Resident
John M. Scott,American Philosophical Society,1815,Member,Resident
Carlo Botta,American Philosophical Society,1816,Member,International
Abiel Holmes,American Philosophical Society,1816,Member,Resident
Jared Mansfield,American Philosophical Society,1816,Member,Resident
Joseph Reed,American Philosophical Society,1816,Member,Resident
Isaiah Thomas,American Philosophical Society,1816,Member,Resident
Gerard Troost,American Philosophical Society,1816,Member,Resident
Joseph P.F. Deleuze,American Philosophical Society,1817,Member,International
Johann P. Frank,American Philosophical Society,1817,Member,International
William Gaston,American Philosophical Society,1817,Member,Resident
Jos. von Hammer-Purgstall,American Philosophical Society,1817,Member,International
Charles A. Lesueur,American Philosophical Society,1817,Member,International
William Meade,American Philosophical Society,1817,Member,Resident
Charles F. Mercer,American Philosophical Society,1817,Member,Resident
Jean C. de la Metherie,American Philosophical Society,1817,Member,International
Eugenius Nulty,American Philosophical Society,1817,Member,Resident
Thomas Nuttall,American Philosophical Society,1817,Member,Resident
George Ord,American Philosophical Society,1817,Member,Resident
John C. Otto,American Philosophical Society,1817,Member,Resident
Richard Rush,American Philosophical Society,1817,Member,Resident
Thomas Say,American Philosophical Society,1817,Member,Resident
Lewis Schweinitz,American Philosophical Society,1817,Member,Resident
Joseph von Sonnenfels,American Philosophical Society,1817,Member,International
Henry Steinhauer,American Philosophical Society,1817,Member,Resident
Edward Troughton,American Philosophical Society,1817,Member,International
Johann S. Vater,American Philosophical Society,1817,Member,International
John Q. Adams,American Philosophical Society,1818,Member,Resident
Friedrich Adelung,American Philosophical Society,1818,Member,International
Jacob Bigelow,American Philosophical Society,1818,Member,Resident
Parker Cleaveland,American Philosophical Society,1818,Member,Resident
Daniel Drake,American Philosophical Society,1818,Member,Resident
Nicholas Fuss,American Philosophical Society,1818,Member,International
Paul Jackson,American Philosophical Society,1818,Member,Resident
Josiah Meigs,American Philosophical Society,1818,Member,Resident
Noel de la Moriniere,American Philosophical Society,1818,Member,International
Joseph Swain,American Philosophical Society,1818,Member,Resident
Gotthilf Fischer Von Waldheim,American Philosophical Society,1818,Member,International
John C. Warren,American Philosophical Society,1818,Member,Resident
Johann A. Albers,American Philosophical Society,1819,Member,International
Henri M. Ducrotay de Blainville,American Philosophical Society,1819,Member,International
Alexandre Brongniart,American Philosophical Society,1819,Member,International
Redmond Conyngham,American Philosophical Society,1819,Member,Resident
Anselme G. Desmarest,American Philosophical Society,1819,Member,International
William P. Dewees,American Philosophical Society,1819,Member,Resident
John Eberle,American Philosophical Society,1819,Member,Resident
Stephan Elliot,American Philosophical Society,1819,Member,Resident
L.H. Girardin,American Philosophical Society,1819,Member,Resident
William E. Horner,American Philosophical Society,1819,Member,Resident
Louis M. Langles,American Philosophical Society,1819,Member,International
Comte de Jean D. Lanjuinais,American Philosophical Society,1819,Member,International
Pierre A. Latreille,American Philosophical Society,1819,Member,International
John Murray,American Philosophical Society,1819,Member,International
Jacob Perkins,American Philosophical Society,1819,Member,Resident
Fred C. Schaeffer,American Philosophical Society,1819,Member,Resident
Guillaume T. Tilesius,American Philosophical Society,1819,Member,International
Roberts Vaux,American Philosophical Society,1819,Member,Resident
Franklin Bache,American Philosophical Society,1820,Member,Resident
John J. Berzelius,American Philosophical Society,1820,Member,International
J.A. Borgnis,American Philosophical Society,1820,Member,International
William Gibson,American Philosophical Society,1820,Member,Resident
Baron von Joseph Hormayr,American Philosophical Society,1820,Member,International
Samuel F. Jarvis,American Philosophical Society,1820,Member,Resident
Matthew Lesseps,American Philosophical Society,1820,Member,International
Isaiah Lukens,American Philosophical Society,1820,Member,Resident
William Marsden,American Philosophical Society,1820,Member,International
Jacques P. Merigon de Montgery,American Philosophical Society,1820,Member,International
John Pickering,American Philosophical Society,1820,Member,Resident
William Strickland,American Philosophical Society,1820,Member,Resident
Peter Afzelius,American Philosophical Society,1821,Member,International
Clement C. Biddle,American Philosophical Society,1821,Member,Resident
Elisha De Butts,American Philosophical Society,1821,Member,Resident
Mathew Carey,American Philosophical Society,1821,Member,Resident
Langdon Cheves,American Philosophical Society,1821,Member,Resident
John B. Gibson,American Philosophical Society,1821,Member,Resident
Levitt Harris,American Philosophical Society,1821,Member,Resident
George A. Otis,American Philosophical Society,1821,Member,Resident
Count Gustavus Wetterstedt,American Philosophical Society,1821,Member,International
James Workman,American Philosophical Society,1821,Member,Resident
Sir James Wylie,American Philosophical Society,1821,Member,International
Solomon W. Conrad,American Philosophical Society,1822,Member,Resident
Jose B. de Andrada e Silva,American Philosophical Society,1822,Member,International
Richard Harlan,American Philosophical Society,1822,Member,Resident
Baron von Wilhelm Humboldt,American Philosophical Society,1822,Member,International
William H. Keating,American Philosophical Society,1822,Member,Resident
Zacharias Nordmark,American Philosophical Society,1822,Member,International
Samuel Parkes,American Philosophical Society,1822,Member,International
Peder Pedersen,American Philosophical Society,1822,Member,International
Peter Poletica,American Philosophical Society,1822,Member,International
Condy Raguet,American Philosophical Society,1822,Member,Resident
Gottlob E. Schultze,American Philosophical Society,1822,Member,International
Jons Svanberg,American Philosophical Society,1822,Member,International
Lardner Vanuxem,American Philosophical Society,1822,Member,Resident
Joseph Bonaparte,American Philosophical Society,1823,Member,International
Lucien Bonaparte,American Philosophical Society,1823,Member,International
Benjamin H. Coates,American Philosophical Society,1823,Member,Resident
William B. Collyer,American Philosophical Society,1823,Member,International
James F. Cooper,American Philosophical Society,1823,Member,Resident
William Darlington,American Philosophical Society,1823,Member,Resident
Gaspard Deabbate,American Philosophical Society,1823,Member,International
Jean M. Duponceau,American Philosophical Society,1823,Member,International
Samuel Jackson,American Philosophical Society,1823,Member,Resident
Jason O'B Lawrence,American Philosophical Society,1823,Member,Resident
Sir William Lawrence,American Philosophical Society,1823,Member,International
Stephen H. Long,American Philosophical Society,1823,Member,Resident
Paul de Lovenorn,American Philosophical Society,1823,Member,International
William J. Macneven,American Philosophical Society,1823,Member,Resident
Baron Charles E Coquebert de Mountbret,American Philosophical Society,1823,Member,International
John Plitt,American Philosophical Society,1823,Member,Resident
Heinrich C. Schumacher,American Philosophical Society,1823,Member,International
Count de Joseph B. Survilliers,American Philosophical Society,1823,Member,Resident
Nathaniel A. Ware,American Philosophical Society,1823,Member,Resident
Charles Lucien Bonaparte,American Philosophical Society,1824,Member,International
Heinrich J. Klaproth,American Philosophical Society,1824,Member,International
Ivan Krusenstern,American Philosophical Society,1824,Member,International
Severin Lorich,American Philosophical Society,1824,Member,International
Joseph B. McKean,American Philosophical Society,1824,Member,Resident
Alexander Pearson,American Philosophical Society,1824,Member,International
Henry Seybert,American Philosophical Society,1824,Member,Resident
Moses Stuart,American Philosophical Society,1824,Member,Resident
Conrad J. Temminck,American Philosophical Society,1824,Member,International
Charles N. Bancker,American Philosophical Society,1825,Member,Resident
John J. Bigsby,American Philosophical Society,1825,Member,International
Thomas Cadwalader,American Philosophical Society,1825,Member,Resident
Comte de Andre F. Miot,American Philosophical Society,1825,Member,International
Pierre J.M. Flourens,American Philosophical Society,1825,Member,International
John D. Godman,American Philosophical Society,1825,Member,Resident
Joseph R. Ingersoll,American Philosophical Society,1825,Member,Resident
John K. Kane,American Philosophical Society,1825,Member,Resident
Count John Laval,American Philosophical Society,1825,Member,International
Jos_ da Silva Lisboa,American Philosophical Society,1825,Member,International
Edward Livingston,American Philosophical Society,1825,Member,Resident
Comte Francois P. Real,American Philosophical Society,1825,Member,International
Count Nicholas Rumiantzov,American Philosophical Society,1825,Member,International
Philip Tidyman,American Philosophical Society,1825,Member,Resident
Lewis Cass,American Philosophical Society,1826,Member,Resident
Samuel Humphreys,American Philosophical Society,1826,Member,Resident
"Jakob, Grefve Graberg af Hemso",American Philosophical Society,1826,Member,International
Pablo de la Llave,American Philosophical Society,1826,Member,International
William McIlvaine,American Philosophical Society,1826,Member,Resident
Charles D. Meigs,American Philosophical Society,1826,Member,Resident
William Schaler,American Philosophical Society,1826,Member,Resident
William Shaler,American Philosophical Society,1826,Member,Resident
Henri C.G. de Struve,American Philosophical Society,1826,Member,International
John L. Tiarks,American Philosophical Society,1826,Member,International
James Brown,American Philosophical Society,1827,Member,Resident
Marcus Bull,American Philosophical Society,1827,Member,Resident
John W. Dalman,American Philosophical Society,1827,Member,International
George Emlen,American Philosophical Society,1827,Member,Resident
Joachim P.C. Giraldez,American Philosophical Society,1827,Member,International
John K. Mitchell,American Philosophical Society,1827,Member,Resident
Joel R. Poinsett,American Philosophical Society,1827,Member,Resident
Rene La Roche,American Philosophical Society,1827,Member,Resident
James Rush,American Philosophical Society,1827,Member,Resident
Charles Tait,American Philosophical Society,1827,Member,Resident
Honore Torombert,American Philosophical Society,1827,Member,International
Noah Webster,American Philosophical Society,1827,Member,Resident
John P. Wetherill,American Philosophical Society,1827,Member,Resident
Giovanni M. Zecchinelli,American Philosophical Society,1827,Member,International
Samuel Betton,American Philosophical Society,1828,Member,Resident
Jose M. Bustamante,American Philosophical Society,1828,Member,International
Jose M. Dantas,American Philosophical Society,1828,Member,International
Robert E. Griffith,American Philosophical Society,1828,Member,Resident
Thomas Harris,American Philosophical Society,1828,Member,Resident
Henry J. Anderson,American Philosophical Society,1828,Member,Resident
Isaac Lea,American Philosophical Society,1828,Member,Resident
Samuel G. Morton,American Philosophical Society,1828,Member,Resident
Charles Pickering,American Philosophical Society,1828,Member,Resident
James Renwick,American Philosophical Society,1828,Member,Resident
Jose M. Salazar,American Philosophical Society,1828,Member,International
George Ticknor,American Philosophical Society,1828,Member,Resident
Joseph N.B.V. Abrahamson,American Philosophical Society,1829,Member,International
Alexander D. Bache,American Philosophical Society,1829,Member,Resident
Thomas Biddle,American Philosophical Society,1829,Member,Resident
Thomas Horsfield,American Philosophical Society,1829,Member,Resident
Washington Irving,American Philosophical Society,1829,Member,Resident
Edme F. Jomard,American Philosophical Society,1829,Member,International
James Kent,American Philosophical Society,1829,Member,Resident
William H. De Lancey,American Philosophical Society,1829,Member,Resident
Baron Jean G. Hyde de Neuville,American Philosophical Society,1829,Member,Resident
Philip H. Nicklin,American Philosophical Society,1829,Member,Resident
Hans C. Oersted,American Philosophical Society,1829,Member,International
Charles Pougens,American Philosophical Society,1829,Member,International
Francisco de Paula Quadrada,American Philosophical Society,1829,Member,International
Josiah Quincy,American Philosophical Society,1829,Member,Resident
Carls C. Rafn,American Philosophical Society,1829,Member,International
Rasmus C. Rask,American Philosophical Society,1829,Member,International
Joseph Roberts,American Philosophical Society,1829,Member,Resident
Daniel B. Smith,American Philosophical Society,1829,Member,Resident
Henry S. Tanner,American Philosophical Society,1829,Member,Resident
Henry Wheaton,American Philosophical Society,1829,Member,Resident
George B. Wood,American Philosophical Society,1829,Member,Resident
Isaac Hays,American Philosophical Society,1830,Member,Resident
William B. Hodgson,American Philosophical Society,1830,Member,Resident
Marc A. Jullien,American Philosophical Society,1830,Member,International
John Marshall,American Philosophical Society,1830,Member,Resident
Lorenzo Martini,American Philosophical Society,1830,Member,International
Thomas McEuen,American Philosophical Society,1830,Member,Resident
Friederich Munter,American Philosophical Society,1830,Member,International
Jean P.A. Remusat,American Philosophical Society,1830,Member,International
Andres del Rio,American Philosophical Society,1830,Member,International
Duke Karl Bernhard Saxe-Weimar,American Philosophical Society,1830,Member,International
Jonathan Sewell,American Philosophical Society,1830,Member,International
William Vaughan,American Philosophical Society,1830,Member,International
Jules de Wallenstein,American Philosophical Society,1830,Member,International
Thomas I. Wharton,American Philosophical Society,1830,Member,Resident
William Yarrel,American Philosophical Society,1830,Member,International
John J. Audubon,American Philosophical Society,1831,Member,Resident
Hartman Bache,American Philosophical Society,1831,Member,Resident
Conte Prospero Balbo,American Philosophical Society,1831,Member,International
Giacinto Carena,American Philosophical Society,1831,Member,International
Alexander Hill Everett,American Philosophical Society,1831,Member,Resident
Edward Everett,American Philosophical Society,1831,Member,Resident
Francisco A. Gonzoles,American Philosophical Society,1831,Member,International
Thomas P. Jones,American Philosophical Society,1831,Member,Resident
Baron Dominique J. Larrey,American Philosophical Society,1831,Member,International
Louis-Philippe d'Orlians,American Philosophical Society,1831,Member,International
Louis McLane,American Philosophical Society,1831,Member,Resident
Martin F. Navarette,American Philosophical Society,1831,Member,International
William C. Rives,American Philosophical Society,1831,Member,Resident
Henry Vethake,American Philosophical Society,1831,Member,Resident
J.J. Abert,American Philosophical Society,1832,Member,Resident
Frederick Augustus,American Philosophical Society,1832,Member,International
John Bell,American Philosophical Society,1832,Member,Resident
Steen Bille,American Philosophical Society,1832,Member,International
Ebbe S. Bring,American Philosophical Society,1832,Member,International
