Name,Organization,Year Elected,Status
Thomas P. Jones,American Academy of Arts and Sciences,1834,Member
Mikhail Vasilievich Ostrogradsky,American Academy of Arts and Sciences,1834,Member
Francis Palgrave,American Academy of Arts and Sciences,1834,Member
Robert Maskell Patterson,American Academy of Arts and Sciences,1834,Member
Benjamin Peirce,American Academy of Arts and Sciences,1834,Member
Heinrich Christian Schumacher,American Academy of Arts and Sciences,1834,Member
Friedrich Georg Wilhem Struve,American Academy of Arts and Sciences,1834,Member
Sylvanus Thayer,American Academy of Arts and Sciences,1834,Member
Edward Wigglesworth,American Academy of Arts and Sciences,1834,Member
Marc Isambard Brunel,American Academy of Arts and Sciences,1834,Member
Jaspar Adams,American Academy of Arts and Sciences,1835,Member
Francis Boot,American Academy of Arts and Sciences,1835,Member
Thomas Sherwin,American Academy of Arts and Sciences,1836,Member
Niccolo Cacciatore,American Academy of Arts and Sciences,1837,Member
Charles Thomas Jackson,American Academy of Arts and Sciences,1837,Member
Lambert Adolphe Quetelet,American Academy of Arts and Sciences,1837,Member
David Humphreys Storer,American Academy of Arts and Sciences,1837,Member
Joseph Hale Abbot,American Academy of Arts and Sciences,1838,Member
Charles Avery,American Academy of Arts and Sciences,1838,Member
Marcus Catlin,American Academy of Arts and Sciences,1838,Member
Martin Gay,American Academy of Arts and Sciences,1838,Member
Charles Gill,American Academy of Arts and Sciences,1838,Member
Francis William Pitt Greenwood,American Academy of Arts and Sciences,1838,Member
Augustus Allen Hayes,American Academy of Arts and Sciences,1838,Member
Oliver Wendell Holmes,American Academy of Arts and Sciences,1838,Member
John Barnard Swett Jackson,American Academy of Arts and Sciences,1838,Member
Joseph Roby,American Academy of Arts and Sciences,1838,Member
Domenico Lo Faso Serradifalco,American Academy of Arts and Sciences,1838,Member
Joseph Lovering,American Academy of Arts and Sciences,1839,Member
Joaquim Jose da Costa de Macedo,American Academy of Arts and Sciences,1839,Member
Edward Reynolds,American Academy of Arts and Sciences,1839,Member
Nicholas Tillinghast,American Academy of Arts and Sciences,1839,Member
Uriah Atherton Boyden,American Academy of Arts and Sciences,1840,Member
Charles Cramer,American Academy of Arts and Sciences,1840,Member
Joseph Henry,American Academy of Arts and Sciences,1840,Member
Charles Morris,American Academy of Arts and Sciences,1840,Member
Roderick Impey Murchison,American Academy of Arts and Sciences,1840,Member
Daniel Oliver,American Academy of Arts and Sciences,1840,Member
William Hickling Prescott,American Academy of Arts and Sciences,1840,Member
Charles Storer Storrow,American Academy of Arts and Sciences,1840,Member
William Vaughan,American Academy of Arts and Sciences,1840,Member
Charles Wilkes,American Academy of Arts and Sciences,1840,Member
James Fowle Baldwin,American Academy of Arts and Sciences,1841,Member
George Bomford,American Academy of Arts and Sciences,1841,Member
Edward Henry Courtenay,American Academy of Arts and Sciences,1841,Member
Richard Delafield,American Academy of Arts and Sciences,1841,Member
Jean Baptist Benoit Eyries,American Academy of Arts and Sciences,1841,Member
Augustus Addison Gould,American Academy of Arts and Sciences,1841,Member
Asa Gray,American Academy of Arts and Sciences,1841,Member
Albert Hopkins,American Academy of Arts and Sciences,1841,Member
Mark Hopkins,American Academy of Arts and Sciences,1841,Member
John Amory Lowell,American Academy of Arts and Sciences,1841,Member
Charles Lyell,American Academy of Arts and Sciences,1841,Member
William Oakes,American Academy of Arts and Sciences,1841,Member
James Englebert Teschemacher,American Academy of Arts and Sciences,1841,Member
John Torrey,American Academy of Arts and Sciences,1841,Member
Joseph Gilbert Totten,American Academy of Arts and Sciences,1841,Member
Nathan Appleton,American Academy of Arts and Sciences,1842,Member
Amos Binney,American Academy of Arts and Sciences,1842,Member
Simeon Borden,American Academy of Arts and Sciences,1842,Member
Francis Bowen,American Academy of Arts and Sciences,1842,Member
Gino Alessandro Capponi,American Academy of Arts and Sciences,1842,Member
Charles Henry Davis,American Academy of Arts and Sciences,1842,Member
Pascual de Gayangos,American Academy of Arts and Sciences,1842,Member
Heman Humphrey,American Academy of Arts and Sciences,1842,Member
Francis Cabot Lowell,American Academy of Arts and Sciences,1842,Member
William Mitchell,American Academy of Arts and Sciences,1842,Member
Charles Grafton Page,American Academy of Arts and Sciences,1842,Member
John Lewis Russell,American Academy of Arts and Sciences,1842,Member
Sears Cook Walker,American Academy of Arts and Sciences,1842,Member
John Harrison Blake,American Academy of Arts and Sciences,1843,Member
Angel Calderon de la Barca,American Academy of Arts and Sciences,1843,Member
Thomas Cole,American Academy of Arts and Sciences,1843,Member
Horation Greenough,American Academy of Arts and Sciences,1843,Member
Justus Freiherr von Liebig,American Academy of Arts and Sciences,1843,Member
Francis Peabody,American Academy of Arts and Sciences,1843,Member
Jeffries Wyman,American Academy of Arts and Sciences,1843,Member
Morrill Wyman,American Academy of Arts and Sciences,1843,Member
Samuel Cabot,American Academy of Arts and Sciences,1844,Member
Cornelius Conway Felton,American Academy of Arts and Sciences,1844,Member
James Biceno Francis,American Academy of Arts and Sciences,1844,Member
Henry Wadsworth Longfello,American Academy of Arts and Sciences,1844,Member
George Rapall Noyes,American Academy of Arts and Sciences,1844,Member
William Fitzwilliam Owen,American Academy of Arts and Sciences,1844,Member
Alpheun Spring Packard,American Academy of Arts and Sciences,1844,Member
Henry Coit Perkins,American Academy of Arts and Sciences,1844,Member
Adam Sedgwick,American Academy of Arts and Sciences,1844,Member
William Smyth,American Academy of Arts and Sciences,1844,Member
John James Abert,American Academy of Arts and Sciences,1845,Member
Alexander Dallas Bache,American Academy of Arts and Sciences,1845,Member
John Bachman,American Academy of Arts and Sciences,1845,Member
Jacob Whitman Bailey,American Academy of Arts and Sciences,1845,Member
Elisha Bartlett,American Academy of Arts and Sciences,1845,Member
William Holmes Chambers Bartlett,American Academy of Arts and Sciences,1845,Member
Charles Beck,American Academy of Arts and Sciences,1845,Member
James Dwight Dana,American Academy of Arts and Sciences,1845,Member
Stephen Ladislaus Endlicher,American Academy of Arts and Sciences,1845,Member
James Duncan Graham,American Academy of Arts and Sciences,1845,Member
John Edwards Holbrook,American Academy of Arts and Sciences,1845,Member
Elias Loomis,American Academy of Arts and Sciences,1845,Member
Horace Mann,American Academy of Arts and Sciences,1845,Member
Karl Friedrich Phillip von Martius,American Academy of Arts and Sciences,1845,Member
Samuel George Morton,American Academy of Arts and Sciences,1845,Member
Theophilus Parsons,American Academy of Arts and Sciences,1845,Member
Charles Pickering,American Academy of Arts and Sciences,1845,Member
William C. Redfield,American Academy of Arts and Sciences,1845,Member
Henry Darwin Rogers,American Academy of Arts and Sciences,1845,Member
William Barton Rogers,American Academy of Arts and Sciences,1845,Member
William Starling Sullivant,American Academy of Arts and Sciences,1845,Member
George Talcott,American Academy of Arts and Sciences,1845,Member
John Hapgood Temple,American Academy of Arts and Sciences,1845,Member
Edward Tuckerman,American Academy of Arts and Sciences,1845,Member
Henry Wheatland,American Academy of Arts and Sciences,1845,Member
Theodore Dwight Woolsey,American Academy of Arts and Sciences,1845,Member
Louis Agassiz,American Academy of Arts and Sciences,1846,Member
Stephen Pearl Andrews,American Academy of Arts and Sciences,1846,Member
Henry Jacob Bigelow,American Academy of Arts and Sciences,1846,Member
Spencer Compton,American Academy of Arts and Sciences,1846,Member
Joseph Decaisne,American Academy of Arts and Sciences,1846,Member
George Englemann,American Academy of Arts and Sciences,1846,Member
John Couch Adams,American Academy of Arts and Sciences,1847,Member
John Bacon,American Academy of Arts and Sciences,1847,Member
George Phillips Bond,American Academy of Arts and Sciences,1847,Member
Alphonse Louise Pierre de Candolle,American Academy of Arts and Sciences,1847,Member
Samuel Atkins Eliot,American Academy of Arts and Sciences,1847,Member
Benjamin Apthorp Gould Jr.,American Academy of Arts and Sciences,1847,Member
Horace Gray,American Academy of Arts and Sciences,1847,Member
Eben Norton Horsford,American Academy of Arts and Sciences,1847,Member
Charles Coffin Jewett,American Academy of Arts and Sciences,1847,Member
Abbott Lawrence,American Academy of Arts and Sciences,1847,Member
John Clarke Lee,American Academy of Arts and Sciences,1847,Member
Urbain Jean Joseph Le Verrier,American Academy of Arts and Sciences,1847,Member
Charles Greely Loring,American Academy of Arts and Sciences,1847,Member
Ormsby McKnight Mitchel,American Academy of Arts and Sciences,1847,Member
George Putnam,American Academy of Arts and Sciences,1847,Member
Edward Robinson,American Academy of Arts and Sciences,1847,Member
William Henry Smyth,American Academy of Arts and Sciences,1847,Member
William Henry Swift,American Academy of Arts and Sciences,1847,Member
William Whewell,American Academy of Arts and Sciences,1847,Member
Spencer Fullerton Baird,American Academy of Arts and Sciences,1848,Member
Henry Ingersoll Bowditch,American Academy of Arts and Sciences,1848,Member
Edward Clarke Cabot,American Academy of Arts and Sciences,1848,Member
Edouard Desor,American Academy of Arts and Sciences,1848,Member
Epes Sargent,American Academy of Arts and Sciences,1848,Member
James Hall,American Academy of Arts and Sciences,1848,Member
Charles Jackson Jr.,American Academy of Arts and Sciences,1848,Member
John Lawrence LeConte,American Academy of Arts and Sciences,1848,Member
Joseph Leidy,American Academy of Arts and Sciences,1848,Member
Maria Mitchell,American Academy of Arts and Sciences,1848,Member
Edward Elbridge Salisbury,American Academy of Arts and Sciences,1848,Member
Jonathan Mason Warren,American Academy of Arts and Sciences,1848,Member
Charles Baker Adams,American Academy of Arts and Sciences,1849,Member
Gabriel Andral,American Academy of Arts and Sciences,1849,Member
Karl Ernst von Baer,American Academy of Arts and Sciences,1849,Member
Theodor Ludwig Wilhelm Bischoff,American Academy of Arts and Sciences,1849,Member
Robert Brown,American Academy of Arts and Sciences,1849,Member
Christian von Buch,American Academy of Arts and Sciences,1849,Member
William Francis Channing,American Academy of Arts and Sciences,1849,Member
Henry Thomas De la Beche,American Academy of Arts and Sciences,1849,Member
Jean Baptist Andre Dumas,American Academy of Arts and Sciences,1849,Member
Christian Gottfried Ehrenberg,American Academy of Arts and Sciences,1849,Member
William Helmsley Emory,American Academy of Arts and Sciences,1849,Member
Jean Baptiste Elie de Beaumont,American Academy of Arts and Sciences,1849,Member
Johann Franz Encke,American Academy of Arts and Sciences,1849,Member
Benoit Fourneyron,American Academy of Arts and Sciences,1849,Member
Elias Magnus Fries,American Academy of Arts and Sciences,1849,Member
Oliver Wolcott Gibbs,American Academy of Arts and Sciences,1849,Member
Arnold Henry Guyot,American Academy of Arts and Sciences,1849,Member
Peter Andreas Hansen,American Academy of Arts and Sciences,1849,Member
Pierre Charles Alexandre Louis,American Academy of Arts and Sciences,1849,Member
Macedonio Melloni,American Academy of Arts and Sciences,1849,Member
Henri Milne-Edwards,American Academy of Arts and Sciences,1849,Member
Hans Christian Orsted,American Academy of Arts and Sciences,1849,Member
arl Ritter,American Academy of Arts and Sciences,1849,Member
Heinrich Rose,American Academy of Arts and Sciences,1849,Member
Theodor Ambrose Hubert Schwann,American Academy of Arts and Sciences,1849,Member
Charles Upham Shepard,American Academy of Arts and Sciences,1849,Member
Robert Stephenson,American Academy of Arts and Sciences,1849,Member
Robert Chalres Winthrop,American Academy of Arts and Sciences,1849,Member
